CODIGO_LOCAL,NOMBRE_LOCAL,CP
1618,"LUALBO, S.L",20170
11,Terrassa - Compte Egara,8221
20,Rub� - Barcelona,8191
22,Igualada - Vives,8700
27,Matar� - Barcelona,8301
33,Terrassa - Rambla Egara,8224
34,Granollers - Anselm Clav�,8400
39,Manresa - �ngel Guimer�,8240
402,Gav� - Barnasud,8850
421,Matar� - Matar� Parc,8304
52,Sabadell - Matadepera,8207
79,Manresa - Pere III,8240
925,Vic - Devalladas,8500
926,Mollet - Jaume I,8100
936,Sabadell - La Rambla,8201
937,Cerdanyola - Catalunya,8290
942,Santa Coloma de Gramanet - Lloren� Serra,8922
947,Sant Cugat del Vall�s - Santiago Russinyol,8190
1445a,"ASPASOFT COMUNICACIONES, S.L.",16002
0403a,ROLVAS 5 CIUDAD REAL S.L,13250
026204V,"DUERO MOTOR, S.A.",49600
1405a,FORMAC SISTE DEL PRINCIPADO SL,24400
54,Alicante - Plaza Mar,3002
62,Alicante - Boulevard Plaza,3003
67,Elche - Reina Victoria,3201
90,Alcoy - Alzamora,3802
425,Murcia - Atalayas,30006
439,Churra - C.C. THADER,30110
13,"NEUMATICOS SOLEDAD, S.L.",3202
70,MURCIA,30008
1616,"GRUPO BONATEL, S.L.U.",30730
1617,"GRUPO BONATEL, S.L.U.",3180
1615,"GRUPO BONATEL, S.L.U.",3509
75,DENIA,3700
318,LUALBO C�DIZ,11008
1620,"PABLO SANCHEZ XXI, S.L.",21006
1623,"INFORFONPC, S.L",21001
1621,"LUALBO, S.L",29700
164a,TENERIFE - CC Carrefour A�aza,38111
T26,Saxo Thader,30110
T31,Saxo Nueva Condomina,30002
T45,Saxo Dos Mares,30730
T46,Saxo Cartagena,30353
T07,Saxo Lacy,3003
T11,Saxo Sneakers,3001
T12,Saxo Skechers,3001
T15,Saxo Alcoy,3803
T150,Primichi Ondara,3760
T152,Primichi Zenia,3189
T16,Saxo Plaza Mar,3016
T24,Saxo Denia,3700
T44,Saxo San Vicente,3690
T52,Saxo Zenia,3189
1114,RELOJER�A ALEMANA,7001
0564a,"LUALBO, S.L",28017
0840a,"GRUPO MOVIL CONECTATE, S.L",28009
315,MUNTEL - PARLA,28980
T151,Primichi Castell�n,12006
T38,Saxo Castell�n,12006
9,TCUIDA ZENETA,30588
7,TCUIDA ALICANTE FLORIDA,3006
10,TCUIDA ALICANTE CENTRO,3004
11,TCUIDA SAN MATEO,3013
12,TCUIDA TORREVIEJA,3000
T34,Saxo M�laga,29002
8,TCUIDA VALLADOLID,47008
13,TCUIDA OLIAS DEL REY,45280
52385,TCUIDA CANILLAS,28043
106775H,"TALLERES GALICIA, S.A.",6200
106923Q,AUTOMOCI�N CHICOTE,6920
011025V,TALLERES COLCHON,11130
011030D,ALGECIRE�A DE MOTOR E INVERSIONES,11300
011500E,"IBERICAR MOTORS C�DIZ, S.L.",11401
78,WAITAN JUICE,43840
014004Q,"AUSTRALIA MOTOR, S.L.",14004
014173A,AUTOMOCION LABORAL LUCENTINA,14900
014900M,"HISPASUR MOTOR, S.L.",14900
014085H,JIM�NEZ ORTIZ AUTOMOCI�N,14520
014105Z,TALLERES MARIANO CRUZ,14550
014115G,VICENTE CASTRO GALBIS,14400
018545V,AVENIDA COSTA MOTOR,18690
118143B,TALLERES DE AUTOMOVILES AMERICA,18140
118795U,AGROLABOR,18800
021035L,TALLER RAFAEL MORENO GUERRA,21440
121065G,SERVIGES ALMONTE,21730
023193R,SANTISTEBAN - LINARES,23700
029383D,NUEVO MOTOR 2,29600
029403H,CEMAUTO,29014
029565C,GOMEZ AUTOS MULTISERVICIOS,29566
029600T,"IBERICAR MOTOR ANDALUCIA, S.L.",29603
029635J,PLAZA MANZANARES,29120
029649F,"IBERICAR MOTOR ANDALUCIA, S.L.",29650
041000X,SANCHEZ BARRANCO AUTOS,41740
041002B,SURECI,41400
041016V,OCALU,41310
041200V,TALLERES SAN ANDRES,41560
041273J,AUTOMARES,41006
041440G,"FELIPE GARCIA YERGA, S.L.",41440
041715G,BAFASA UTRERA,41710
041702K,"JIMALCO 2010, S.L.",41702
141655E,CANTILLANA MOTOR,41320
89,REUS - TARRAGONA,43201
608,608,8901
321,LUALBO TOLEDO FQ 2.0,45004
004005F,TALLERES FRANCISCO GONZALEZ,4700
004620W,"MECA VERA, S.L.",4620
004800B,AUTOMOVILES JIMENEZ Y GARCIA S.L.,4800
104685D,DAMIAN GOMEZ,4610
104775C,TALLER JOSE MORALES E HIJOS,4410
49,TAVERNES - VALENCIA,46760
46,C. Boleda,25006
36,ESPARREGUERA_DORMITY,8292
16,IPICOLI,15003
17,SANTIAGO,15706
18,ORENSE,32003
33,LUGO,27001
36,ALLARIZ OUTLET,32660
4,NANOS IV,15003
5,JUAN FLOREZ,15004
6,CORU�A OUTLET,15011
62,PONTEVEDRA,36202
7,SUPERCO,15006
71,PONTEVEDRA,36003
72,LONDON,99999
74,LONDON THE VILLAGE,99999
75,MATOSINHOS,99000
80,STYLE OUTLET SIGR�S,15679
8,CIRILO,46004
11,GANDIA,46700
3,CALABAZAS,46001
46,ALZIRA,46600
14,PALENCIA,34001
15,VALLADOLID,47001
19,MADRID,28001
23,LOGRO�O,26001
26,ZARAGOZA,50001
28,VALLSUR,47006
42,OUTLET LAS ROZAS,28230
61,SALAMANCA,37004
78,CASTELLANA  E. C.I.,28003
79,SAN CHINARRO E. C.I.,28050
82,GRAN CANARIA,35200
10,OVIEDO,33025
24,SANTANDER,39002
30,LE�N,24004
35,SAN SEBASTIAN,20005
37,GIJ�N,33206
41,BILBAO,48011
54,AVIL�S,33400
59,PONFERRADA,24400
60,VITORIA II,1005
9,OVIEDO II,33005
37,C.MIRANDA,33600
55,LA FELGUERA,33490
1133,BOUTIQUE PANERAI CASTELLANA,28003
1116,JOYER�A TAR�N,50001
27,BARCELONA,8008
51,BARCELONA II,8021
57,PALMA DE MALLORCA,7012
21,ALICANTE,3003
44,MURCIA,30001
1016a,SEMATEL SERVICIOS DE TELEFONIA,2600
1101,FLASH BOUTIQUE PANERAI,28006
1102,JOYER�A SU�REZ,28006
1121,WEMPE JOYEROS,28001
1103,JOYER�A SU�REZ,28001
1120,CHOCRON JOYEROS,28001
3409,TCUIDA FERROL,15403
71,STUNT POP CORN,43840
142,GELADERIA DEL LLAC,43840
83,NERVION,41005
76,CADIZ,11001
55,C�RDOBA,14001
70,GRANADA,18001
25,MALAGA,29005
77,FACTORY SEVILLA,41300
34,MARBELLA,29600
63,SEVILLA,41005
16,TUC TUC  C.C. Gran Plaza,28000
317,GALATEL - EL ESCORIAL,28200
PAL1,PALMA DE MALLORCA,7611
TEST,Leroy Santander,39000
A23,ARCO POLA DE LAVIANA,33000
Q10,LA QUINTANA EL ENTREGO,33000
Q01,LA QUINTANA CELESTINO,33000
A31,ARCO JESUS ALONSO,33000
A26,ARCO BALDOMERO,33000
0606a,Digitec Inversiones S.L,33002
E-TC1,La Pausa /  E-TC1,17185
A28,ARCO VILLALEGRE,33000
Q02,LA QUINTANA VERSALLES,33000
Q12,LA QUINTANA CARBAYEDO,33000
Q03,LA QUINTANA POLA DE LENA,33000
Q08,LA QUINTANA MIERES,33000
A27,ARCO POSADA DE LLANERA,33000
40,BURGOS,9003
6400,Aventel,28000
6401,Aventel,28000
6402,Aventel,28000
6403,Aventel,28000
6404,Aventel,28000
6405,Aventel,28000
6406,Aventel,28000
6407,Aventel,28000
6408,Aventel,28000
6409,Aventel,28000
6410,Aventel,28000
6411,Aventel,28000
6412,Aventel,28000
6413,Aventel,28000
6414,Aventel,28000
6415,Aventel,28000
6416,Aventel,28000
6417,Aventel,28000
6418,Aventel,28000
6419,Aventel,28000
6420,Aventel,28000
6421,Aventel,28000
6422,Aventel,28000
6423,Aventel,28000
6424,Aventel,28000
6425,Aventel,28000
6426,Aventel,28000
6427,Aventel,28000
6428,Aventel,28000
6429,Aventel,28000
6430,Aventel,28000
6431,Aventel,28000
6432,Aventel,28000
6433,Aventel,28000
6434,Aventel,28000
6435,Aventel,28000
6436,Aventel,28000
6437,Aventel,28000
6438,Aventel,28000
6439,Aventel,28000
6440,Aventel,28000
6441,Aventel,28000
6442,Aventel,28000
6443,Aventel,28000
6444,Aventel,28000
6445,Aventel,28000
6446,Aventel,28000
6447,Aventel,28000
6448,Aventel,28000
6449,Aventel,28000
6450,Aventel,28000
6451,Aventel,28000
6452,Salesland,28000
6454,Salesland,28000
6455,Salesland,28000
6456,Salesland,28000
6457,Salesland,28000
6458,Salesland,28000
6459,Salesland,28000
6460,Salesland,28000
6461,Salesland,28000
6462,Salesland,28000
6463,Salesland,28000
6464,Salesland,28000
6465,Salesland,28000
6466,Salesland,28000
6467,Salesland,28000
6468,Salesland,28000
6469,Salesland,28000
6470,Salesland,28000
6471,Salesland,28000
6472,Salesland,28000
6473,Salesland,28000
6474,Salesland,28000
6475,Salesland,28000
6476,Salesland,28000
6477,Salesland,28000
6478,Salesland,28000
6479,Salesland,28000
6480,Salesland,28000
6481,Salesland,28000
6482,Salesland,28000
6483,Salesland,28000
6484,Salesland,28000
6485,Salesland,28000
6486,Salesland,28000
6487,Salesland,28000
6489,Salesland,28000
6490,Salesland,28000
6491,Salesland,28000
6492,Salesland,28000
6493,Salesland,28000
6494,Salesland,28000
6495,Salesland,28000
6496,Salesland,28000
6497,Salesland,28000
6498,Salesland,28000
6499,Salesland,28000
6500,Salesland,28000
6501,Contesta,28000
6502,Contesta,28000
6503,Contesta,28000
6504,Contesta,28000
6505,Contesta,28000
6506,Contesta,28000
6507,Contesta,28000
6508,Contesta,28000
6509,Contesta,28000
6510,Contesta,28000
6511,Contesta,28000
6512,Contesta,28000
6513,Contesta,28000
6514,Contesta,28000
6515,Contesta,28000
6516,Contesta,28000
6517,Contesta,28000
6518,Contesta,28000
6519,Contesta,28000
6520,Contesta,28000
6521,Contesta,28000
6522,Contesta,28000
6525,Contesta,28000
6526,Contesta,28000
6527,Contesta,28000
6528,Contesta,28000
6529,Contesta,28000
6530,Contesta,28000
6550,Aventel,28000
6551,Aventel,28000
6552,Aventel,28000
6553,Aventel,28000
6554,Aventel,28000
6555,Aventel,28000
6556,Aventel,28000
6557,Aventel,28000
6602,Salesland,28000
6605,Salesland,28000
6606,Salesland,28000
6607,Salesland,28000
6608,Salesland,28000
6609,Salesland,28000
6610,Salesland,28000
6611,Salesland,28000
6612,Salesland,28000
6614,Salesland,28000
6615,Salesland,28000
6616,Salesland,28000
6617,Salesland,28000
6618,Salesland,28000
6619,Salesland,28000
6620,Salesland,28000
6621,Salesland,28000
6622,Salesland,28000
30,GIJ�N - ASTURIAS,33206
316,Spain Time - LA OROTAVA 2.0,38300
1622,"VENTIS TELECOM, S.L.",18600
174a,EL EJIDO - Boulevard,4700
1619,ROLVAS 5 CIUDAD REAL S.L,13500
A20,ARCOPLAZA,33000
A21,ARCO CELESTINO,33000
A24,ARCO RIA�O,33000
A25,ARCO MANUEL LLANEZA SAMA,33000
81,E.C.I. VALENCIA,46002
7,NUEVA CONDOMINA,30110
8,holaMOBI Villaca�as,45860
1,Lleida Esports - CICLISME I FITNESS,25194
10,Lleida Esports - EMPROVADORS,25194
11,Lleida Esports - CAIXES,25194
27,Wala Barcelona - ROBA ESPORT/GYM,8038
28,Wala Barcelona - OUTDOOR,8038
30,Wala Barcelona - FUTBOL/ESPORTS EQUIP,8038
31,Wala Barcelona - CAL�AT ESPORTIU,8038
34,Wala Barcelona - CAIXES,8038
4,Lleida Esports - CAL�AT ESPORTIU,25194
45,Wala Barcelona - EMPROVADORS 1 (planta de dalt),8038
53,Wala Barcelona - RUNNING,8038
55,Wala Barcelona - CICLISME I FITNESS,8038
57,Lleida Esports - FUTBOL -ESPORTS EQUIP,25194
59,Wala Tarragona - CICLISME I FITNESS,43006
60,Wala Tarragona - OUTDOOR,43006
61,Wala Tarragona - CAL�AT ESPORTIU,43006
62,Wala Tarragona - ROBA NENS,43006
63,Wala Tarragona - FUTBOL - ESPORTS EQUIP,43006
64,Wala Tarragona - ROBA ESPORT GYM,43006
65,Wala Tarragona - EMPROVADORS,43006
66,Wala Tarragona - CAIXES,43006
68,Wala Tarragona - ESPORTS DE RAQUETA,43006
70,Wala Tarragona - RUNNING,43006
71,Wala Tarragona - ROBA SURF,43006
72,Wala Girona - CICLISME I FITNESS,17005
73,Wala Girona - OUTDOOR,17005
74,Wala Girona - CAL�AT ESPORTIU,17005
75,Wala Girona - RUNNING,17005
77,Wala Girona -ROBA NENS,17005
78,Wala Girona - FUTBOL - ESPORTS EQUIP,17005
79,Wala Girona - ROBA ESPORT GYM,17005
80,Wala Girona - EMPROVADORS,17005
81,Wala Girona - CAIXES,17005
83,Wala Girona - ESPORTS DE RAQUETA,17005
84,Wala Barcelona - ESPORTS DE RAQUETA,8038
85,Wala Tarragona - ROBA CASUAL,43006
86,Wala Lleida - ROBA CASUAL,25194
87,Wala Girona - ROBA CASUAL,17005
88,Wala Barcelona - ROBA CASUAL,8038
89,Wala Barcelona - PLANTA -1,8038
9,Lleida Esports - ESPORTS DE RAQUETA,25194
1490,1490 - AV. DIPUTACI�N S/N,3710
1235,"1235- CL/ Octavio Cuartero, N 79",2000
1431,1431 - C / Alfredo Atienza n� 168,2630
3102,Aventel,28000
3103,Aventel,28000
3104,Aventel,28000
3105,Aventel,28000
3106,Aventel,28000
3107,Aventel,28000
3108,Aventel,28000
3109,Aventel,28000
3110,Aventel,28000
3111,Aventel,28000
3112,Aventel,28000
3113,Aventel,28000
3114,Aventel,28000
3115,Aventel,28000
3116,Aventel,28000
3117,Aventel,28000
3118,Aventel,28000
3119,Aventel,28000
3120,Aventel,28000
3121,Aventel,28000
3122,Aventel,28000
3123,Aventel,28000
3124,Aventel,28000
3125,Aventel,28000
3126,Aventel,28000
3155,Salesland,28000
3156,Salesland,28000
3157,Salesland,28000
3158,Salesland,28000
3159,Salesland,28000
3160,Salesland,28000
3161,Salesland,28000
3162,Salesland,28000
3163,Salesland,28000
3164,Salesland,28000
3166,Salesland,28000
3167,Salesland,28000
3168,Salesland,28000
3169,Salesland,28000
3170,Salesland,28000
3171,Salesland,28000
3172,Salesland,28000
3173,Salesland,28000
3174,Salesland,28000
3175,Salesland,28000
3176,Salesland,28000
3177,Salesland,28000
3178,Salesland,28000
3179,Salesland,28000
3180,Salesland,28000
3181,Salesland,28000
3182,Salesland,28000
3183,Salesland,28000
3184,Salesland,28000
3185,Salesland,28000
3186,Salesland,28000
3187,Salesland,28000
3188,Salesland,28000
3189,Salesland,28000
3190,Salesland,28000
3191,Salesland,28000
3192,Salesland,28000
3193,Salesland,28000
3194,Salesland,28000
3196,Salesland,28000
3197,Salesland,28000
3198,Salesland,28000
1750,Aventel,28000
1751,Aventel,28000
1752,Aventel,28000
1753,Aventel,28000
1754,Aventel,28000
1755,Aventel,28000
1756,Aventel,28000
1757,Aventel,28000
1758,Aventel,28000
1759,Aventel,28000
1760,Aventel,28000
1761,Aventel,28000
1762,Aventel,28000
1763,Aventel,28000
1764,Aventel,28000
1765,Aventel,28000
1766,Aventel,28000
1767,Aventel,28000
1768,Aventel,28000
1769,Aventel,28000
1770,Aventel,28000
1771,Aventel,28000
1772,Aventel,28000
1773,Aventel,28000
1800,Salesland,28000
1801,Salesland,28000
1802,Salesland,28000
1803,Salesland,28000
1804,Salesland,28000
1805,Salesland,28000
1806,Salesland,28000
1807,Salesland,28000
1809,Salesland,28000
1810,Salesland,28000
1811,Salesland,28000
1812,Salesland,28000
1813,Salesland,28000
1814,Salesland,28000
1815,Salesland,28000
1816,Salesland,28000
1817,Salesland,28000
1818,Salesland,28000
1819,Salesland,28000
1820,Salesland,28000
1821,Salesland,28000
1849,Cititeam,28000
1850,Cititeam,28000
1851,Cititeam,28000
1852,Cititeam,28000
1853,Cititeam,28000
1854,Cititeam,28000
1855,Cititeam,28000
1856,Cititeam,28000
1857,Cititeam,28000
1858,Cititeam,28000
1859,Cititeam,28000
1860,Cititeam,28000
1861,Cititeam,28000
1862,Cititeam,28000
1863,Cititeam,28000
1864,Cititeam,28000
1865,Cititeam,28000
1866,Cititeam,28000
1867,Cititeam,28000
1868,Cititeam,28000
1869,Cititeam,28000
1870,Cititeam,28000
1871,Cititeam,28000
1872,Cititeam,28000
118,INVAZI�,3189
197a,LUALBO ANEC BLAU,8860
314,ALARCON - TORRIJOS,45500
Q13,LA QUINTANA LUGONES,33000
43,Mariola,25003
2,Lleida Esports - OUTDOOR,25194
58,Lleida Esports - RUNNING,25194
6,Lleida Esports - ROBA NENS,25194
8,Lleida Esports - ROBA ESPORT GYM,25194
H42M,OR_MONZON,22400
H46B,OR_BINEFAR,22500
H49C,OR_CASPE,50700
C_S156C,COMP_MERCADONA_ESPARREGUERA,8292
C_H47T,COMP_MERCADONA_TARRAGONA_TORREFORTA,43006
A12,ARCO EL COTO,33000
A22,ARCO MANUEL LLANEZA GIJ�N,33000
A29,ARCO DOCTOR AQUILINO,33000
A30,ARCO CABRALES,33000
113,OIARTZUN,20180
128,TUDELA,31500
138,HONDARRIBI,20280
180,ABADI�O,48220
200,BENAVENTE,49600
227,BILBONDO,48970
228,AVILES,33400
234,TORRELAVEGA,39300
244,ZABALBURU,48003
245,SANTANDER EL ALISAL,39011
248,ESTELLA,31200
271,BARAKALDO,48903
298,AVILES 2,33468
306,GROS,20001
328,MIERES,33600
336,PE�ACASTILLO,39011
341,TXINGUDI,20305
350,REINOSA,39200
352,CAMARGO,39600
357,GORBEIA,1138
364,ZALLA,48860
382,OLABERRIA,20212
379,OROTAVA,38312
48,BAR DE L'ESTACI�,43840
132,IMPULSO KAKTUS,43840
7,holaMOBI Cieza,30530
5,FURIUS BACO,43840
14,FOTOGRAF�A FURIUS BACO,43840
259,OURENSE,32003
278,PONFERRADA,24400
283,PONTEVEDRA,36003
291,VILLAGARCI,36600
293,FERROL,15570
334,LALIN,36500
338,SANTIAGO,15707
339,LUGO,27003
366,BOIRO,15930
384,VIGO,36214
421,AS CANCELAS,15704
424,FERROL_II,15405
114,CUENCA,16002
115,CIUDAD REAL,13002
131,ZARAGOZA,50011
143,RIO NORTE,28100
151,HUESCA,22004
156,GETAFE,28902
157,GUADALAJARA,19004
159,FUENLABRADA,28945
164,PLASENCIA,10600
166,VILLALBA,28400
183,SEGOVIA,40002
190,ARGANDA,28500
196,CALATAYUD,50300
223,SORIA,42190
250,SALAMANCA,37900
265,TOMELLOSO,13700
270,MAJADAHONDA,28220
280,LA DEHESA,28802
281,VALDEPE�AS,13300
288,SEGOVIA_III,40006
292,AVILA,5004
295,MADRID VILLAVERDE,28041
321,RIVAS,28529
326,ALCORCON,28922
332,BRAVO MURILLO,28020
340,TALAVERA,45600
345,ZARAGOZA_PLAZA,50011
354,COLMENAR,28770
358,BEJAR,37700
372,GETAFE NASSICA,28906
375,SS DE LOS REYES,28700
383,LEGANES,28910
392,EJEA,50600
395,ILLESCAS,45200
407,PALENCIA_3,34004
410,ZARAGOZA_P.VENECIA,50017
412,MORATALAZ,28030
416,TORRELODONES,28250
419,SAN FERNANDO,28830
420,VALLADOL 3,47195
222,ORIHUELA,3300
349,COCENTAINA,3820
184,LORCA,30800
241,MURCIA,30008
133,VILLAREAL,12540
142,ALZIRA,46600
153,EL OSITO,46183
182,ALCA�IZ,44003
254,ONTENIENTE,46870
255,ALFAFAR,46910
277,VINAR�S,12500
344,EL MANAR,46560
381,SAGUNTO,46500
100,GRANOLLERS,8402
101,IGUALADA,8700
103,MATAR�,8302
109,FIGUERAS,17600
110,SAN ANDREU,8760
112,MANRESA II,8272
116,VIC,8500
118,TERRASSA_ II,8223
120,REUS,43204
123,TARRAGONA_I,43005
141,CASTELLDEF,8860
147,MOLLERUSA,25241
191,LLEIDA,25005
194,VALLS,43800
195,LA BISBAL,17100
199,MANLLEU,8560
230,TARREGA,25300
231,RIPOLL,17500
232,HOSPITALET,8902
233,LES GLORIES,8018
236,OLESA,8640
238,MANRESA_III,8240
276,SABADELL,8204
289,SAN CARLES,43540
322,SANT PERE DE RIBES,8812
327,SANTA SUSANNA,8398
342,MONTCADA,8110
347,TARRAGONA_II,43006
359,STA.COLOMA GRAMANET,8921
361,SABADELL 2,8208
368,VILASECA,43480
400,MONTIGALA,8917
409,FIGUERES 2,17487
414,VILAFRANCA 2,8720
941,Calella - Esgl�sia,8370
CI016,"CITOVA, S.L.",15960
SK010,VEH�CULOS SANCHEZ,15008
CI017,"GARAJE LEON, S.L.",30007
0320Eb,SARSA,8224
03252b,JOUMOVIL,8810
03290b,M-MOTOR,8030
0A211b,CATALUNYA MOTOR,8028
OP016,�NGEL BLANCH,17458
SK004,"AUTOS MISTALIA, S.L.",7009
SK006,"MOGADEALER, S.L.",8018
SK007,"LAMPIS AUTOMOCI�, S.L.",8901
FO004,ARCHIAUTO,38110
320,LUALBO JEREZ FQ 2.0,11402
DA001,GRUPO ARI LAS PALMAS,35008
OP017,OVERCAME,35011
VO001,DOMINGO ALONSO SERVICIOS,35013
2624,Agurain,1200
2629,Gabriel Aresti,1010
340,Virgen Blanca,1001
412,Adriano VI,1008
536,Pio XII,1004
77,C.C. Gasteiz,1013
228,Miranda,9200
2653,Almu�ecar,18690
354,C.C. Huesca,22006
583,Leganes,28911
0310Sb,AUTOTRECA,28108
03175b,GIL AUTOMOCION,28805
03555b,IRU�A MOTOR,31013
0355Db,RIBERA CAR,50014
03636b,ASTORAUTO,24410
03675b,REGIO MOTOR,24009
03A08b,ASTURIAS MOTOR,33011
03A10b,VAROCAR,33600
13552b,AUTO EGA,31012
CI015,"AUTO GOMAS, S.A.",39011
CI018,"ALAVA LASCARAY, S.A.",1003
RE015,"UNSAIN, S.L.U.",31191
SK003,ALECAR,33011
3834,HUESCA MOVIL,22004
CI014,"AUTOMOVILES PADILLA, S.A.",50004
SK005,EBORACAR MOTOR,45600
SK008,AUTOMOTORES M.S. CONDE,28005
SK009,"MOTOR-TOME, S.A.",28042
VO014,TELENAUTO LE�N,24010
0321Xb,TAES MOTOR,8013
388,ALMERIA,4230
161,ALMENDRALE,6200
330,BADAJOZ_II,6009
403,VILLANUEVA,6700
417,MERIDA,6800
237,ALGECIRAS,11379
337,PUERTO REAL,11510
239,GRANADA,18002
335,GRANADA_II,18197
365,HUELVA,21410
279,MIJAS,29650
294,MALAGA NOSTRUM,29004
242,SEVILLA,41020
362,VEGA DEL REY,41900
402,MOTRIL,18600
2628,Medina de Pomar,9500
568,Castro,39700
80,Licenciado Poza,48011
785,C.C. Ballonti,48920
612,Abadi�o,48220
2635,Heros,48009
2678,Cruces,48903
373,C.C. Artea,48940
563,Autonomia,48010
598,Galdakao,48960
40,Llodio,1400
254,Las Arenas,48930
216,Max Center,48903
205,Basauri,48970
252,Ermua,48260
188,Hernani,20120
206,Zarauz,20800
215,San Martin,20005
251,Gros,20001
253,Zumarraga,20700
530,Rotxapea,31014
535,Serafin Olabe,31007
575,Tafalla,31300
617,Estella,31200
804,Burlada,31600
258,Hiper Mondragon,20500
339,C.C. Arcco Amara,20011
344,C.C. Garbera,20015
570,Egia,20012
578,C.C. Urbil,20170
610,Elgoibar,20870
78,Igentea,20003
199,Iru�a,31013
342,San Juan,31011
105,Barakaldo,48901
52,ECI PLAZA CATALU�A,8002
A-SE3,Sibarium /  A-SE3,41000
501,501,8402
553,553,8038
20,PAMPLONA,31002
55,CARRO HOT DOGS,43840
33,MILK CAN/GOBLET,43840
119,LOTUS PALACE,43840
227,Logro�o,26001
374,C.C. Calahorra,26500
2645,Toledo,45004
372,C.C. Vallsur,47008
524,Parquesol,47014
256,Deusto,48014
356,Zamora,49023
584,Zaragoza1,50010
588,Plaza Cruz Verde,47002
846,San Miguel,50001
1300,Contesta,28000
1301,Contesta,28000
1302,Contesta,28000
1303,Contesta,28000
1304,Contesta,28000
1305,Contesta,28000
1306,Contesta,28000
1307,Contesta,28000
1308,Contesta,28000
1309,Contesta,28000
1310,Contesta,28000
1311,Contesta,28000
1312,Contesta,28000
1313,Contesta,28000
1314,Contesta,28000
1315,Contesta,28000
1316,Contesta,28000
1350,Salesland,28000
1351,Salesland,28000
1352,Salesland,28000
1353,Salesland,28000
1354,Salesland,28000
1355,Salesland,28000
1356,Salesland,28000
1357,Salesland,28000
1358,Salesland,28000
1359,Salesland,28000
1360,Salesland,28000
1361,Salesland,28000
1363,Salesland,28000
1364,Salesland,28000
1365,Salesland,28000
1366,Salesland,28000
1375,Salesland,28000
1377,Salesland,28000
1378,Salesland,28000
1379,Salesland,28000
1380,Salesland,28000
1381,Salesland,28000
1382,Salesland,28000
1383,Salesland,28000
1384,Salesland,28000
1385,Salesland,28000
1386,Salesland,28000
1388,Salesland,28000
1389,Salesland,28000
1390,Salesland,28000
1391,Salesland,28000
1392,Salesland,28000
1400,Cititeam,28000
1401,Cititeam,28000
1402,Cititeam,28000
1409,Cititeam,28000
1414,Cititeam,28000
1415,Cititeam,28000
1416,Cititeam,28000
1417,Cititeam,28000
1418,Cititeam,28000
1419,Cititeam,28000
1420,Cititeam,28000
1421,Cititeam,28000
1422,Cititeam,28000
1423,Cititeam,28000
1424,Cititeam,28000
35,FISHY-FISHY,43840
343,Navarra,48001
03430b,NUEVA AUTOMOCION,6800
1,NEBRASKA - GOYA 39,28001
SK002,AUTOM�VILES ROMUIZ,14013
SK001,CARTUJA MOTOR S.A.,41007
310a,Piguillem,17001
114,CAL CARAMEL,43840
37,RING TOSS,43840
087023X,"BORR�S Y BALLESTEROS, S.A.",51001
3,REUS,43205
1,BCN - Consell de Centa,8007
10,BCN - Pelai,8001
12,BCN - Creu Coberta,8014
13,BCN - Guipuzcoa,8020
18,BCN - Rossell�,8036
2,Cornell� - Catalunya,8940
21,Badalona - Guash,8913
23,Hospitalet - Marcelino Esquius,8906
24,BCN - Proven�a,8025
25,BCN - Via J�lia,8016
28,BCN - Via Augusta,8006
29,BCN - Pi i Margall,8024
31,Badalona - Mar,8911
32,Barcelona - Maragall,8041
35,El Prat - Verge Montserrat,8820
36,BCN - Poblenou,8005
37,BCN - Meridiana,8027
38,BCN - Muntaner 322,8021
4,BCN - Calabria,8015
430,Montcada i Reixac - Major,8110
433,BCN - Las Arenas,8015
5,BCN - Diagonal,8029
50,BCN - Gran de Gr�cia,8012
51,BCN - La Maquinista,8030
53,Hospitalet - Gran Via 2,8908
7,BCN - Josep Tarradelles,8029
70,Girona - Jaume I,17001
703,BCN - Rogent,8026
705,Hospitalet - Just Oliveras,8901
706,BCN - Gran Via 645,8010
707,BCN - Gran Via 691,8013
708,BCN - Diagonal Mar,8019
75,Matar� - La Riera,8301
8,BCN - Londres,8036
83,Ripollet - Sant Jordi,8291
84,BCN - Capit� Arenas,8034
9,Hospitalet - Sta. Eul�lia,8902
905,BCN - Caspe,8010
91,BCN - Muntaner 495,8022
921,BCN - Glorias,8015
922,BCN - Fabra i Puig,8016
923,BCN - Pau Claris,8016
924,BCN - Sants,8028
928,BCN - Sant Andreu,8030
935,Barber� del Vall�s - Baricentro,8210
940,BCN - Madrid,8014
950,Esplugues del Llobregat -  Cornell�,8950
952,BCN - Dante Aligheri 129,8032
12,SANT CARLES DE LA R�PITA,43540
14,CANDELARIA,38003
1,A CORU�A,15000
805,Splau,28000
2804,Maestro Victoria,28000
13,POZUELO DE ALARC�N,28223
4,MADRID,28001
5,VALLADOLID,47016
8,TORREJON DE ARDOZ,28850
9,LOGRO�O,26007
7,BARAKALDO,48900
10,ESTEPONA,29680
11,LUCENA,14900
15,ALICANTE,3010
2,POLOP,3520
6,SEVILLA,41000
944,BCN - Maragall,8027
945,Badalona - Salut,8914
026258B,"VDA. DE MARIANO TERRY, S.L.",41700
2328,AVE Sants,8014
2056,DSM Menorca,7700
251,TARREGA,25300
250,CC NUEVO CENTRO,46009
160,VILLAROBLE,2600
290,ALBACETE_2,2006
